sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,4.880707065688275,1.0740025706673553,Baseline,4.0,delta_sdr
3.0,7.478933121045152,1.6496680388414409,Baseline,4.0,delta_sdr
5.0,8.313834087057838,1.8785241673220066,Baseline,4.0,delta_sdr
7.0,9.110156953215215,1.6035399707706544,Baseline,4.0,delta_sdr
1.0,4.686045859628448,1.0232000281078055,Dynamic,4.0,delta_sdr
3.0,7.542694413298298,1.685143472077916,Dynamic,4.0,delta_sdr
5.0,8.362199324685761,1.9018793742781044,Dynamic,4.0,delta_sdr
7.0,9.182437653075754,1.6667033885598868,Dynamic,4.0,delta_sdr
1.0,4.186244122486445,0.8869370169617357,ML1,4.0,delta_sdr
3.0,6.08240835848664,1.1914684093110497,ML1,4.0,delta_sdr
5.0,6.3155546420156785,1.243993989936958,ML1,4.0,delta_sdr
7.0,6.269627057477235,1.3142592570085538,ML1,4.0,delta_sdr
1.0,4.761566435692314,0.974199233383665,ML2,4.0,delta_sdr
3.0,7.761143332369637,1.594733850471264,ML2,4.0,delta_sdr
5.0,8.838537105945782,1.7691369372961137,ML2,4.0,delta_sdr
7.0,9.506536665477913,1.7864108859134813,ML2,4.0,delta_sdr
