sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,279662.6,28727.89904824778,Baseline,4.0,cycles
3.0,372454.2,30077.693613636497,Baseline,4.0,cycles
5.0,413289.55,30405.13062223649,Baseline,4.0,cycles
7.0,435154.95,29786.311528469796,Baseline,4.0,cycles
1.0,197142.0,18191.794564409643,Dynamic,4.0,cycles
3.0,258542.95,19041.49240191287,Dynamic,4.0,cycles
5.0,284574.15,19021.636155413857,Dynamic,4.0,cycles
7.0,298123.95,18344.777167170992,Dynamic,4.0,cycles
1.0,253.0,0.0,ML1,4.0,cycles
3.0,253.0,0.0,ML1,4.0,cycles
5.0,253.0,0.0,ML1,4.0,cycles
7.0,253.0,0.0,ML1,4.0,cycles
1.0,126087.8,13479.083603865658,ML2,4.0,cycles
3.0,165086.9,14492.55483234137,ML2,4.0,cycles
5.0,181253.8,14765.0478802225,ML2,4.0,cycles
7.0,189562.35,14510.684837387924,ML2,4.0,cycles
