sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,78.1199692249298,7.610738189078529,Baseline,4.0,processing_time
4.0,90.39761250019073,7.563899747936202,Baseline,4.0,processing_time
6.0,96.17415738105774,7.077040184267926,Baseline,4.0,processing_time
8.0,99.52646034955978,6.635600918730884,Baseline,4.0,processing_time
2.0,65.93433136940003,5.966691347141817,Dynamic,4.0,processing_time
4.0,75.64290401935577,5.728595289120785,Dynamic,4.0,processing_time
6.0,79.71784634590149,5.269436571230337,Dynamic,4.0,processing_time
8.0,81.58924361467362,5.088906976867693,Dynamic,4.0,processing_time
2.0,2.2579540610313416,0.07078747276675117,ML1,4.0,processing_time
4.0,2.238698756694794,0.0035641235073100514,ML1,4.0,processing_time
6.0,2.23775976896286,0.0032337878122961233,ML1,4.0,processing_time
8.0,2.2410338878631593,0.012720352990370897,ML1,4.0,processing_time
2.0,43.34761856794357,4.21891195656841,ML2,4.0,processing_time
4.0,49.19666193723678,4.293135934615854,ML2,4.0,processing_time
6.0,52.098718881607056,4.04563294968007,ML2,4.0,processing_time
8.0,53.1674947142601,3.8631648767335602,ML2,4.0,processing_time
