sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,337011.95,30186.818717124304,Baseline,4.0,cycles
4.0,396261.05,30359.158291284413,Baseline,4.0,cycles
6.0,425754.7,30042.74278441511,Baseline,4.0,cycles
8.0,442311.75,29464.747936037238,Baseline,4.0,cycles
2.0,235257.75,19005.70055169044,Dynamic,4.0,cycles
4.0,273750.15,19120.735733133166,Dynamic,4.0,cycles
6.0,292245.15,18733.83845590927,Dynamic,4.0,cycles
8.0,302434.5,18060.74862498055,Dynamic,4.0,cycles
2.0,253.0,0.0,ML1,4.0,cycles
4.0,253.0,0.0,ML1,4.0,cycles
6.0,253.0,0.0,ML1,4.0,cycles
8.0,253.0,0.0,ML1,4.0,cycles
2.0,150514.1,14309.333714673607,ML2,4.0,cycles
4.0,174640.55,14655.093400463744,ML2,4.0,cycles
6.0,186096.95,14596.751183144546,ML2,4.0,cycles
8.0,192073.7,14494.96608481717,ML2,4.0,cycles
