sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,2.673024953654338,0.9376446304987353,Baseline,1.0,delta_sdr
3.0,6.175593122447408,2.9576958343995177,Baseline,1.0,delta_sdr
5.0,6.30749520631089,2.363956428542832,Baseline,1.0,delta_sdr
7.0,6.899864669642669,3.4746807433081672,Baseline,1.0,delta_sdr
1.0,2.5060128803836488,0.6742390353510683,Dynamic,1.0,delta_sdr
3.0,5.9011059577897615,2.443626910089184,Dynamic,1.0,delta_sdr
5.0,6.5470871875492564,2.709287943055232,Dynamic,1.0,delta_sdr
7.0,7.265500464204223,3.9334720477990612,Dynamic,1.0,delta_sdr
1.0,2.400992471233781,0.888868404369187,ML1,1.0,delta_sdr
3.0,5.325491393683253,2.4972203924270486,ML1,1.0,delta_sdr
5.0,5.97935205132409,2.8074920306904265,ML1,1.0,delta_sdr
7.0,5.945005627479624,2.700796226761239,ML1,1.0,delta_sdr
1.0,2.655677456260788,0.9165017901275982,ML2,1.0,delta_sdr
3.0,6.0944219525333505,2.8147866844383493,ML2,1.0,delta_sdr
5.0,6.781564290601487,3.183252765522326,ML2,1.0,delta_sdr
7.0,7.160237722266631,3.5170529324790576,ML2,1.0,delta_sdr
