sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,12.019530642032624,2.447456782373144,Baseline,1.0,processing_time
3.0,14.713002943992615,2.114683691397562,Baseline,1.0,processing_time
5.0,16.046779096126556,2.0418445861547156,Baseline,1.0,processing_time
7.0,17.012082707881927,2.1468057135684484,Baseline,1.0,processing_time
1.0,12.448884057998658,2.0327862844155504,Dynamic,1.0,processing_time
3.0,15.308183562755584,1.9828921903403647,Dynamic,1.0,processing_time
5.0,16.065336728096007,1.9723253171280644,Dynamic,1.0,processing_time
7.0,16.99642242193222,2.2276735417045,Dynamic,1.0,processing_time
1.0,2.525637376308441,0.23944220208635283,ML1,1.0,processing_time
3.0,2.5897942662239073,0.25587388593796173,ML1,1.0,processing_time
5.0,2.818315601348877,0.47103197684368947,ML1,1.0,processing_time
7.0,3.0269036531448363,0.4049640984222557,ML1,1.0,processing_time
1.0,7.431172275543213,0.8902166328060781,ML2,1.0,processing_time
3.0,8.51372845172882,1.0429363579710789,ML2,1.0,processing_time
5.0,8.761866986751556,1.0677212389302544,ML2,1.0,processing_time
7.0,9.100652360916138,1.1811981513767893,ML2,1.0,processing_time
