sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,2.673024953654338,0.9376446304987353,Baseline,1.0,delta_sdr
3.0,6.175593122447408,2.9576958343995177,Baseline,1.0,delta_sdr
5.0,6.30749520631089,2.363956428542832,Baseline,1.0,delta_sdr
7.0,6.899864669642669,3.4746807433081672,Baseline,1.0,delta_sdr
1.0,2.5060128803836488,0.6742390353510683,Dynamic,1.0,delta_sdr
3.0,5.9011059577897615,2.443626910089184,Dynamic,1.0,delta_sdr
5.0,6.5470871875492564,2.709287943055232,Dynamic,1.0,delta_sdr
7.0,7.265500464204223,3.9334720477990612,Dynamic,1.0,delta_sdr
1.0,2.461865239407137,0.8983777070384299,ML1,1.0,delta_sdr
3.0,5.471098727775727,2.3462831515416265,ML1,1.0,delta_sdr
5.0,6.227975128628527,3.0694196308209873,ML1,1.0,delta_sdr
7.0,6.266136092907588,3.1163725914873543,ML1,1.0,delta_sdr
1.0,2.6680235704483164,0.9352506505686666,ML2,1.0,delta_sdr
3.0,6.1049085050088205,2.745068558167944,ML2,1.0,delta_sdr
5.0,6.890848456581368,3.3512667484376997,ML2,1.0,delta_sdr
7.0,7.255382385693467,3.775140600137682,ML2,1.0,delta_sdr
