sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,18.314279592037202,4.703941507992277,Baseline,1.0,processing_time
3.0,22.043375647068025,4.595038174740099,Baseline,1.0,processing_time
5.0,24.46936688423157,3.792943973839594,Baseline,1.0,processing_time
7.0,25.133280277252197,3.2523413277424376,Baseline,1.0,processing_time
1.0,14.856556951999664,3.598311149517464,Dynamic,1.0,processing_time
3.0,18.423514902591705,3.4093146887864108,Dynamic,1.0,processing_time
5.0,19.60519050359726,3.0667514046802187,Dynamic,1.0,processing_time
7.0,20.565052485466005,2.865877100443413,Dynamic,1.0,processing_time
1.0,0.5309448957443237,0.06934404553057044,U-Net(FAA),1.0,processing_time
3.0,0.5585390210151673,0.06927714872559061,U-Net(FAA),1.0,processing_time
5.0,0.5573740839958191,0.053368082837118296,U-Net(FAA),1.0,processing_time
7.0,0.5475950241088867,0.04809382279872438,U-Net(FAA),1.0,processing_time
1.0,37.065635192394254,5.599309667826377,NeuraDyne,1.0,processing_time
3.0,45.8334400177002,5.674291555529018,NeuraDyne,1.0,processing_time
5.0,49.469927966594696,5.2290903768322,NeuraDyne,1.0,processing_time
7.0,51.486286878585815,4.819881037857942,NeuraDyne,1.0,processing_time
