sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,5.713439167956473,1.4983471276958387,Baseline,4.0,delta_sdr
3.0,8.064918199549188,1.7382671030021921,Baseline,4.0,delta_sdr
5.0,8.725885847644594,2.052579664487409,Baseline,4.0,delta_sdr
7.0,9.05629603318353,2.4911900453088647,Baseline,4.0,delta_sdr
1.0,5.334430558026768,1.3120727327478692,Dynamic,4.0,delta_sdr
3.0,8.186045015021659,1.807745519821313,Dynamic,4.0,delta_sdr
5.0,8.862389820473135,1.9657178740931847,Dynamic,4.0,delta_sdr
7.0,9.218675491777976,2.263136608738576,Dynamic,4.0,delta_sdr
1.0,4.359292644978611,0.9770956713491886,ML1,4.0,delta_sdr
3.0,6.443187339353936,1.3019386064308984,ML1,4.0,delta_sdr
5.0,6.552929565968195,1.138837486311129,ML1,4.0,delta_sdr
7.0,6.270591692142738,1.0244042289993391,ML1,4.0,delta_sdr
1.0,5.060360094681423,1.0492588971624575,ML2,4.0,delta_sdr
3.0,8.334584620121557,1.558324667790489,ML2,4.0,delta_sdr
5.0,9.130566904090687,1.4567691746155715,ML2,4.0,delta_sdr
7.0,9.373229398166947,1.346426979007704,ML2,4.0,delta_sdr
