sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,3.23043150952937,0.7998292473767027,Baseline,1.0,delta_sdr
3.0,6.40339796770626,2.4612449540368266,Baseline,1.0,delta_sdr
5.0,7.8952422231996735,4.215242108431142,Baseline,1.0,delta_sdr
7.0,8.758109164917665,5.481956420522101,Baseline,1.0,delta_sdr
1.0,3.0843068625759935,0.8350034632177852,Dynamic,1.0,delta_sdr
3.0,6.291078490296077,2.232409955037544,Dynamic,1.0,delta_sdr
5.0,8.177346322561814,4.28737960130677,Dynamic,1.0,delta_sdr
7.0,8.934419282500581,5.471505877612698,Dynamic,1.0,delta_sdr
1.0,2.54865739760574,0.6098506080090236,ML1,1.0,delta_sdr
3.0,5.087781095452437,1.6394415571556606,ML1,1.0,delta_sdr
5.0,5.324952739327054,1.9572933110400217,ML1,1.0,delta_sdr
7.0,5.408017859970532,1.8646659762495865,ML1,1.0,delta_sdr
1.0,3.195979388469717,0.7730791248854093,ML2,1.0,delta_sdr
3.0,6.81962511591472,2.5690309291648274,ML2,1.0,delta_sdr
5.0,8.073159803242168,4.0191663630662395,ML2,1.0,delta_sdr
7.0,8.51190826025852,3.606434167133876,ML2,1.0,delta_sdr
