Metric,Model,Avg_Difference,Avg_Percentage_Change,Max_Difference,Min_Difference,Std_Difference
delta_sdr,ML1,0.21203841352851538,4.552610084174222,0.2960876812477542,0.1561395025721879,0.059401003098338734
cycles,ML1,0.0,0.0,0.0,0.0,0.0
processing_time,ML1,0.033152407721469296,4.790415427881618,0.07145311957911438,0.014343073493556013,0.026020398781767012
