Metric,Model,Avg_Difference,Avg_Percentage_Change,Max_Difference,Min_Difference,Std_Difference
delta_sdr,ML1,0.19405841124955792,3.707296627601046,0.32113046542796386,0.060872768173356295,0.11432487646192496
cycles,ML1,0.0,0.0,0.0,0.0,0.0
processing_time,ML1,1.2278172999620438,81.09658893586558,1.4641703248023985,1.0203634738922118,0.20818777880016412
