sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,344022.4,32041.237421731847,Baseline,4.0,cycles
4.0,398889.5,33283.25699285802,Baseline,4.0,cycles
6.0,425064.1,32600.86824142475,Baseline,4.0,cycles
8.0,438984.3,32248.723379220362,Baseline,4.0,cycles
2.0,240355.95,20517.67364076511,Dynamic,4.0,cycles
4.0,275749.35,20904.224524634144,Dynamic,4.0,cycles
6.0,292002.0,20149.329917028586,Dynamic,4.0,cycles
8.0,300189.65,19674.186893584294,Dynamic,4.0,cycles
2.0,253.0,0.0,ML1,4.0,cycles
4.0,253.0,0.0,ML1,4.0,cycles
6.0,253.0,0.0,ML1,4.0,cycles
8.0,253.0,0.0,ML1,4.0,cycles
2.0,153219.4,16628.492349926946,ML2,4.0,cycles
4.0,175552.9,17638.22895662475,ML2,4.0,cycles
6.0,185514.45,17359.784889750823,ML2,4.0,cycles
8.0,190448.75,17219.535985786304,ML2,4.0,cycles
