sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,6.357577142273728,1.3237447194930931,Baseline,4.0,delta_sdr
4.0,7.541558263061911,1.627530654835758,Baseline,4.0,delta_sdr
6.0,7.964283490677284,1.899728806971023,Baseline,4.0,delta_sdr
8.0,8.547748879144219,2.5373302607493784,Baseline,4.0,delta_sdr
2.0,6.263438439157559,1.3187920878622277,Dynamic,4.0,delta_sdr
4.0,7.58023556270687,1.576063781295074,Dynamic,4.0,delta_sdr
6.0,8.022611405740301,1.801265747358395,Dynamic,4.0,delta_sdr
8.0,8.500141088197868,2.4219345707788444,Dynamic,4.0,delta_sdr
2.0,5.315652286157733,1.1957313473674063,ML1,4.0,delta_sdr
4.0,5.898655639012137,1.2740729970029872,ML1,4.0,delta_sdr
6.0,5.8865413496765076,1.2614528802785299,ML1,4.0,delta_sdr
8.0,5.663971542577378,1.1369608782787373,ML1,4.0,delta_sdr
2.0,6.467408226282499,1.4056992798195385,ML2,4.0,delta_sdr
4.0,7.923367434477955,1.6514980831067119,ML2,4.0,delta_sdr
6.0,8.401141241762405,1.5751847396409262,ML2,4.0,delta_sdr
8.0,8.800388255474056,2.0644441975421746,ML2,4.0,delta_sdr
