sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,66.13164533376694,10.893573178873407,Baseline,4.0,processing_time
3.0,87.93827512264252,12.41114070184624,Baseline,4.0,processing_time
5.0,95.64947059154511,12.27369448385994,Baseline,4.0,processing_time
7.0,100.04270337820053,12.132696945676503,Baseline,4.0,processing_time
1.0,55.98010438680649,8.462601712453466,Dynamic,4.0,processing_time
3.0,70.62216556072235,9.22224704634353,Dynamic,4.0,processing_time
5.0,78.4563655257225,9.480675719691853,Dynamic,4.0,processing_time
7.0,80.7654763698578,8.852352800419078,Dynamic,4.0,processing_time
1.0,2.111106216907501,0.15509502914195775,ML1,4.0,processing_time
3.0,2.089589262008667,0.1522810320416192,ML1,4.0,processing_time
5.0,2.180835521221161,0.18261499163315173,ML1,4.0,processing_time
7.0,2.13530889749527,0.11978019949994517,ML1,4.0,processing_time
1.0,37.54546692371368,5.8750490360461365,ML2,4.0,processing_time
3.0,47.851683461666106,6.515085239335665,ML2,4.0,processing_time
5.0,51.961714160442355,7.045130264996787,ML2,4.0,processing_time
7.0,53.9444678068161,6.3967021994437685,ML2,4.0,processing_time
