sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,0.6585985839366912,0.23718379961084002,Baseline,4.0,delta_pesq
4.0,1.387724608182907,0.38060605518437013,Baseline,4.0,delta_pesq
6.0,1.7966044127941132,0.34443398045292695,Baseline,4.0,delta_pesq
8.0,1.904956841468811,0.35841248175226237,Baseline,4.0,delta_pesq
2.0,0.6732083261013031,0.25315367364280583,Dynamic,4.0,delta_pesq
4.0,1.4236807703971863,0.36683225415253273,Dynamic,4.0,delta_pesq
6.0,1.7970284283161164,0.35971636668911294,Dynamic,4.0,delta_pesq
8.0,1.926619780063629,0.3357659524989017,Dynamic,4.0,delta_pesq
2.0,0.6524285256862641,0.1652379419825283,ML1,4.0,delta_pesq
4.0,0.808059960603714,0.20623374911611686,ML1,4.0,delta_pesq
6.0,0.850753253698349,0.24291394307114383,ML1,4.0,delta_pesq
8.0,0.8359568834304809,0.21750154775566277,ML1,4.0,delta_pesq
2.0,0.70324667096138,0.22835111938627756,ML2,4.0,delta_pesq
4.0,1.3535517394542693,0.29038582454809153,ML2,4.0,delta_pesq
6.0,1.7016138136386871,0.2740474033402021,ML2,4.0,delta_pesq
8.0,1.8084564089775086,0.321873210372965,ML2,4.0,delta_pesq
