sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,324280.85,50602.30525357828,Baseline,4.0,cycles
4.0,382250.15,51152.68518987259,Baseline,4.0,cycles
6.0,413408.4,47964.35858821576,Baseline,4.0,cycles
8.0,431804.75,44932.258295859,Baseline,4.0,cycles
2.0,227275.65,31893.187826135505,Dynamic,4.0,cycles
4.0,265039.7,32011.16029745679,Dynamic,4.0,cycles
6.0,284580.0,29725.23610636167,Dynamic,4.0,cycles
8.0,295861.65,27575.822423723588,Dynamic,4.0,cycles
2.0,253.0,0.0,ML1,4.0,cycles
4.0,253.0,0.0,ML1,4.0,cycles
6.0,253.0,0.0,ML1,4.0,cycles
8.0,253.0,0.0,ML1,4.0,cycles
2.0,145605.35,21885.755358403658,ML2,4.0,cycles
4.0,169580.1,22775.98224561636,ML2,4.0,cycles
6.0,181561.0,22171.06791341032,ML2,4.0,cycles
8.0,188180.3,21190.443141587246,ML2,4.0,cycles
