sdr_orig_rounded,mean,std,Model,Duration,Metric
1.0,0.28305271863937376,0.13753519820134372,Baseline,4.0,delta_pesq
3.0,1.0512727320194244,0.31844393269550686,Baseline,4.0,delta_pesq
5.0,1.5230400443077088,0.3752611549516477,Baseline,4.0,delta_pesq
7.0,1.7024943232536316,0.5112499973610773,Baseline,4.0,delta_pesq
1.0,0.27656962871551516,0.12599196795135736,Dynamic,4.0,delta_pesq
3.0,1.065221917629242,0.31322924269586555,Dynamic,4.0,delta_pesq
5.0,1.5123444736003875,0.3669358635450573,Dynamic,4.0,delta_pesq
7.0,1.7070682525634766,0.5196969492711541,Dynamic,4.0,delta_pesq
1.0,0.4980466365814209,0.12795870518292615,ML1,4.0,delta_pesq
3.0,0.7025490880012513,0.20970742478009258,ML1,4.0,delta_pesq
5.0,0.8458339095115661,0.20831900431982436,ML1,4.0,delta_pesq
7.0,0.8412257194519043,0.25164041082496086,ML1,4.0,delta_pesq
1.0,0.31484241485595704,0.12969844442063141,ML2,4.0,delta_pesq
3.0,1.023094856739044,0.3693617276114632,ML2,4.0,delta_pesq
5.0,1.5358632743358611,0.38054662301573916,ML2,4.0,delta_pesq
7.0,1.7238335490226746,0.5154091275262755,ML2,4.0,delta_pesq
