sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,0.5471629440784455,0.25407255213822205,Baseline,4.0,delta_pesq
4.0,1.1996245563030243,0.3234945274017453,Baseline,4.0,delta_pesq
6.0,1.6416370868682861,0.3858456077833276,Baseline,4.0,delta_pesq
8.0,1.8321331799030305,0.4070864683129693,Baseline,4.0,delta_pesq
2.0,0.5596839666366578,0.2542132705225346,Dynamic,4.0,delta_pesq
4.0,1.1978563487529754,0.33180917875069027,Dynamic,4.0,delta_pesq
6.0,1.6291738033294678,0.39868143010149876,Dynamic,4.0,delta_pesq
8.0,1.8382424533367157,0.4122770129432752,Dynamic,4.0,delta_pesq
2.0,0.5856069624423981,0.25084822536384943,ML1,4.0,delta_pesq
4.0,0.7175685644149781,0.25556266108534265,ML1,4.0,delta_pesq
6.0,0.7762754261493684,0.22962246636466094,ML1,4.0,delta_pesq
8.0,0.7883967816829681,0.2474552934851955,ML1,4.0,delta_pesq
2.0,0.6257607579231262,0.23389731906765227,ML2,4.0,delta_pesq
4.0,1.2685558021068573,0.28909198853520285,ML2,4.0,delta_pesq
6.0,1.6521512985229492,0.35592572539442646,ML2,4.0,delta_pesq
8.0,1.7657413899898529,0.3870760338488832,ML2,4.0,delta_pesq
