sdr_orig_rounded,mean,std,Model,Duration,Metric
2.0,6.413710246380274,1.4291992490684808,Baseline,4.0,delta_sdr
4.0,7.19554755467878,1.8463924783289085,Baseline,4.0,delta_sdr
6.0,7.406269684559855,2.0864810862402376,Baseline,4.0,delta_sdr
8.0,7.424473790409745,2.24803259694982,Baseline,4.0,delta_sdr
2.0,6.425792098830543,1.5191641354976362,Dynamic,4.0,delta_sdr
4.0,7.258096544432574,1.7629928348080475,Dynamic,4.0,delta_sdr
6.0,7.498605441442744,1.9452101120132241,Dynamic,4.0,delta_sdr
8.0,7.657420868175274,2.260450134099155,Dynamic,4.0,delta_sdr
2.0,5.296351447825681,1.104348362690122,ML1,4.0,delta_sdr
4.0,5.852758689382123,1.070720225991176,ML1,4.0,delta_sdr
6.0,5.91796745695559,1.1333247505084632,ML1,4.0,delta_sdr
8.0,5.768103122825207,1.040039879845841,ML1,4.0,delta_sdr
2.0,6.484391271839675,1.4199981394551981,ML2,4.0,delta_sdr
4.0,7.719107135554891,1.7588412563439801,ML2,4.0,delta_sdr
6.0,8.218439594220875,2.019783734514272,ML2,4.0,delta_sdr
8.0,8.279575255002271,2.0607659488367966,ML2,4.0,delta_sdr
